TransactionID,Date,AccountID,DeptID,CustomerID,ProductID,Amount,Quantity,Currency,Type,InvoiceID
150,2023-11-29,200,3,,4.0,-51.95,,CAD,Expense,
151,2025-05-03,110,1,8.0,3.0,22454.16,28.0,USD,Revenue,INV-250503-151
152,2025-05-03,200,3,,3.0,-7472.87,,USD,Expense,
153,2025-11-05,110,2,6.0,3.0,14747.27,26.0,CAD,Revenue,INV-251105-153
154,2025-11-05,200,3,,3.0,-4351.62,,CAD,Expense,
155,2025-02-05,110,3,10.0,5.0,15151.33,21.0,USD,Revenue,INV-250205-155
156,2025-02-05,200,3,,5.0,-4551.52,,USD,Expense,
157,2025-03-19,100,3,17.0,2.0,7327.79,40.0,USD,Revenue,INV-250319-157
158,2025-03-19,200,3,,2.0,-3936.83,,USD,Expense,
159,2025-03-19,210,2,,,-4184.75,,USD,Expense,
160,2024-01-28,100,4,10.0,1.0,3398.98,40.0,CAD,Revenue,INV-240128-160
161,2024-01-28,200,3,,1.0,-1548.12,,CAD,Expense,
162,2024-01-01,110,2,3.0,5.0,23461.46,30.0,CAD,Revenue,INV-240101-162
163,2024-01-01,200,3,,5.0,-7998.01,,CAD,Expense,
164,2024-04-05,100,4,18.0,1.0,4794.5,21.0,USD,Revenue,INV-240405-164
165,2024-04-05,200,3,,1.0,-2696.01,,USD,Expense,
166,2024-03-09,100,4,16.0,2.0,2922.57,13.0,CAD,Revenue,INV-240309-166
167,2024-03-09,200,3,,2.0,-1363.28,,CAD,Expense,
168,2024-11-24,100,6,20.0,2.0,2584.73,12.0,CAD,Revenue,INV-241124-168
169,2024-11-24,200,3,,2.0,-1479.77,,CAD,Expense,
170,2023-12-22,110,1,2.0,5.0,21767.23,47.0,CAD,Revenue,INV-231222-170
171,2023-12-22,200,3,,5.0,-5667.31,,CAD,Expense,
172,2024-12-05,110,3,18.0,3.0,39701.73,42.0,CAD,Revenue,INV-241205-172
173,2024-12-05,200,3,,3.0,-10494.4,,CAD,Expense,
174,2024-01-10,100,2,9.0,2.0,6105.52,33.0,USD,Revenue,INV-240110-174
175,2024-01-10,200,3,,2.0,-3581.62,,USD,Expense,
176,2024-07-09,100,2,1.0,1.0,3254.2,35.0,CAD,Revenue,INV-240709-176
177,2024-07-09,200,3,,1.0,-1390.76,,CAD,Expense,
178,2025-06-26,100,6,9.0,1.0,6398.03,29.0,CAD,Revenue,INV-250626-178
179,2025-06-26,200,3,,1.0,-2632.38,,CAD,Expense,
180,2023-11-29,100,6,4.0,1.0,4283.34,32.0,CAD,Revenue,INV-231129-180
181,2023-11-29,200,3,,1.0,-1811.4,,CAD,Expense,
182,2025-04-25,110,1,8.0,5.0,26484.72,29.0,CAD,Revenue,INV-250425-182
183,2025-04-25,200,3,,5.0,-8564.79,,CAD,Expense,
184,2024-07-10,110,4,12.0,5.0,21527.2,44.0,USD,Revenue,INV-240710-184
185,2024-07-10,200,3,,5.0,-5717.03,,USD,Expense,
186,2024-01-20,100,1,10.0,4.0,172.11,3.0,EUR,Revenue,INV-240120-186
187,2024-01-20,200,3,,4.0,-48.05,,EUR,Expense,
188,2024-10-27,110,4,2.0,3.0,23311.42,20.0,CAD,Revenue,INV-241027-188
189,2024-10-27,200,3,,3.0,-7676.48,,CAD,Expense,
190,2023-02-22,100,5,2.0,1.0,6596.85,34.0,CAD,Revenue,INV-230222-190
191,2023-02-22,200,3,,1.0,-3385.02,,CAD,Expense,
192,2023-01-05,110,4,8.0,3.0,42026.07,36.0,CAD,Revenue,INV-230105-192
193,2023-01-05,200,3,,3.0,-14070.45,,CAD,Expense,
194,2024-01-30,110,4,2.0,3.0,20036.24,29.0,CAD,Revenue,INV-240130-194
195,2024-01-30,200,3,,3.0,-5682.2,,CAD,Expense,
196,2025-05-24,110,1,5.0,3.0,16035.91,34.0,CAD,Revenue,INV-250524-196
197,2025-05-24,200,3,,3.0,-4756.43,,CAD,Expense,
198,2025-06-30,100,2,15.0,2.0,1344.54,13.0,CAD,Revenue,INV-250630-198
199,2025-06-30,200,3,,2.0,-680.87,,CAD,Expense,
200,2023-05-31,110,2,13.0,3.0,2772.08,3.0,CAD,Revenue,INV-230531-200
201,2023-05-31,200,3,,3.0,-948.73,,CAD,Expense,
202,2023-01-09,100,1,14.0,4.0,879.11,22.0,CAD,Revenue,INV-230109-202
203,2023-01-09,200,3,,4.0,-289.61,,CAD,Expense,
204,2025-10-16,100,2,14.0,4.0,2812.69,49.0,USD,Revenue,INV-251016-204
205,2025-10-16,200,3,,4.0,-862.14,,USD,Expense,
206,2024-12-28,100,4,12.0,1.0,7701.6,46.0,CAD,Revenue,INV-241228-206
207,2024-12-28,200,3,,1.0,-3605.53,,CAD,Expense,
208,2023-12-15,110,5,14.0,5.0,29968.81,31.0,CAD,Revenue,INV-231215-208
209,2023-12-15,200,3,,5.0,-7656.25,,CAD,Expense,
210,2024-07-09,110,3,3.0,3.0,10366.7,13.0,CAD,Revenue,INV-240709-210
211,2024-07-09,200,3,,3.0,-2996.02,,CAD,Expense,
212,2025-06-11,100,1,11.0,2.0,4640.62,49.0,CAD,Revenue,INV-250611-212
213,2025-06-11,200,3,,2.0,-2286.73,,CAD,Expense,
214,2025-10-29,100,6,9.0,2.0,955.85,5.0,CAD,Revenue,INV-251029-214
215,2025-10-29,200,3,,2.0,-461.83,,CAD,Expense,
216,2023-02-15,100,4,15.0,2.0,1640.19,7.0,USD,Revenue,INV-230215-216
217,2023-02-15,200,3,,2.0,-917.87,,USD,Expense,
218,2024-07-19,100,1,7.0,1.0,6947.06,37.0,CAD,Revenue,INV-240719-218
219,2024-07-19,200,3,,1.0,-3478.84,,CAD,Expense,
220,2023-05-25,100,3,10.0,1.0,1137.78,13.0,CAD,Revenue,INV-230525-220
221,2023-05-25,200,3,,1.0,-484.81,,CAD,Expense,
222,2025-10-16,100,5,19.0,4.0,2642.35,48.0,USD,Revenue,INV-251016-222
223,2025-10-16,200,3,,4.0,-894.11,,USD,Expense,
224,2025-08-21,100,1,11.0,4.0,408.36,19.0,USD,Revenue,INV-250821-224
225,2025-08-21,200,3,,4.0,-133.48,,USD,Expense,
226,2025-04-29,100,3,15.0,2.0,1022.58,9.0,EUR,Revenue,INV-250429-226
227,2025-04-29,200,3,,2.0,-575.32,,EUR,Expense,
228,2023-04-20,110,4,4.0,3.0,32270.07,42.0,CAD,Revenue,INV-230420-228
229,2023-04-20,200,3,,3.0,-10350.75,,CAD,Expense,
230,2025-01-14,100,2,12.0,1.0,2054.97,10.0,CAD,Revenue,INV-250114-230
231,2025-01-14,200,3,,1.0,-1137.43,,CAD,Expense,
232,2025-01-14,210,2,,,-4649.54,,CAD,Expense,
233,2024-09-08,100,5,1.0,2.0,2816.13,14.0,CAD,Revenue,INV-240908-233
234,2024-09-08,200,3,,2.0,-1392.06,,CAD,Expense,
235,2024-08-19,110,6,14.0,5.0,15019.2,42.0,CAD,Revenue,INV-240819-235
236,2024-08-19,200,3,,5.0,-4026.77,,CAD,Expense,
237,2023-05-13,110,2,5.0,3.0,16391.96,23.0,CAD,Revenue,INV-230513-237
238,2023-05-13,200,3,,3.0,-5427.4,,CAD,Expense,
239,2024-05-29,100,4,8.0,1.0,6452.98,33.0,USD,Revenue,INV-240529-239
240,2024-05-29,200,3,,1.0,-2664.92,,USD,Expense,
1,2024-02-22,110,1,2.0,5.0,4689.76,13.0,CAD,Revenue,INV-240222-1
2,2024-02-22,200,3,,5.0,-1389.38,,CAD,Expense,
3,2024-01-10,110,1,6.0,5.0,50283.67,44.0,CAD,Revenue,INV-240110-3
4,2024-01-10,200,3,,5.0,-14778.42,,CAD,Expense,
5,2023-04-18,110,1,13.0,5.0,975.08,1.0,CAD,Revenue,INV-230418-5
6,2023-04-18,200,3,,5.0,-310.82,,CAD,Expense,
7,2023-10-12,100,2,19.0,1.0,3412.22,28.0,CAD,Revenue,INV-231012-7
8,2023-10-12,200,3,,1.0,-1903.82,,CAD,Expense,
9,2024-06-18,110,3,8.0,3.0,18381.1,29.0,CAD,Revenue,INV-240618-9
10,2024-06-18,200,3,,3.0,-5058.88,,CAD,Expense,
11,2025-10-04,100,6,9.0,2.0,685.68,4.0,CAD,Revenue,INV-251004-11
12,2025-10-04,200,3,,2.0,-382.8,,CAD,Expense,
13,2024-02-09,100,1,1.0,2.0,4471.14,37.0,CAD,Revenue,INV-240209-13
14,2024-02-09,200,3,,2.0,-2295.63,,CAD,Expense,
15,2023-01-07,110,1,6.0,3.0,1305.46,4.0,EUR,Revenue,INV-230107-15
16,2023-01-07,200,3,,3.0,-355.35,,EUR,Expense,
17,2025-01-16,110,6,5.0,3.0,46789.57,43.0,CAD,Revenue,INV-250116-17
18,2025-01-16,200,3,,3.0,-12680.84,,CAD,Expense,
19,2024-04-20,110,2,1.0,5.0,42200.24,38.0,USD,Revenue,INV-240420-19
20,2024-04-20,200,3,,5.0,-13609.61,,USD,Expense,
21,2024-04-20,210,2,,,-1285.5,,USD,Expense,
22,2025-05-08,110,4,17.0,3.0,1232.51,2.0,EUR,Revenue,INV-250508-22
23,2025-05-08,200,3,,3.0,-387.27,,EUR,Expense,
24,2025-03-20,110,1,7.0,3.0,16696.56,20.0,CAD,Revenue,INV-250320-24
25,2025-03-20,200,3,,3.0,-4368.74,,CAD,Expense,
26,2023-01-29,100,1,2.0,1.0,4037.34,49.0,CAD,Revenue,INV-230129-26
27,2023-01-29,200,3,,1.0,-2184.95,,CAD,Expense,
28,2023-08-21,100,3,4.0,4.0,472.97,8.0,EUR,Revenue,INV-230821-28
29,2023-08-21,200,3,,4.0,-125.71,,EUR,Expense,
30,2023-06-11,110,4,9.0,5.0,36665.54,42.0,CAD,Revenue,INV-230611-30
31,2023-06-11,200,3,,5.0,-10700.6,,CAD,Expense,
32,2024-01-19,110,4,11.0,3.0,15201.08,37.0,CAD,Revenue,INV-240119-32
33,2024-01-19,200,3,,3.0,-5067.03,,CAD,Expense,
34,2023-05-05,100,5,16.0,4.0,2054.86,35.0,CAD,Revenue,INV-230505-34
35,2023-05-05,200,3,,4.0,-534.57,,CAD,Expense,
36,2024-08-30,110,3,19.0,5.0,1310.3,3.0,CAD,Revenue,INV-240830-36
37,2024-08-30,200,3,,5.0,-421.85,,CAD,Expense,
38,2023-03-11,110,2,2.0,5.0,21102.8,22.0,CAD,Revenue,INV-230311-38
39,2023-03-11,200,3,,5.0,-6738.28,,CAD,Expense,
40,2023-03-11,210,2,,,-1960.91,,CAD,Expense,
41,2023-02-12,100,2,19.0,2.0,852.23,5.0,CAD,Revenue,INV-230212-41
42,2023-02-12,200,3,,2.0,-390.6,,CAD,Expense,
43,2024-04-13,100,2,3.0,1.0,7941.62,48.0,CAD,Revenue,INV-240413-43
44,2024-04-13,200,3,,1.0,-4178.9,,CAD,Expense,
45,2024-10-24,100,3,6.0,2.0,2223.74,9.0,EUR,Revenue,INV-241024-45
46,2024-10-24,200,3,,2.0,-1088.22,,EUR,Expense,
47,2023-05-29,100,1,16.0,4.0,1122.77,45.0,CAD,Revenue,INV-230529-47
48,2023-05-29,200,3,,4.0,-289.68,,CAD,Expense,
49,2023-06-12,110,6,4.0,5.0,32361.96,33.0,CAD,Revenue,INV-230612-49
50,2023-06-12,200,3,,5.0,-9450.44,,CAD,Expense,
51,2023-06-12,210,2,,,-1408.73,,CAD,Expense,
52,2025-08-06,110,6,20.0,3.0,24548.93,21.0,CAD,Revenue,INV-250806-52
53,2025-08-06,200,3,,3.0,-8367.73,,CAD,Expense,
54,2023-09-01,100,6,15.0,2.0,1678.74,18.0,CAD,Revenue,INV-230901-54
55,2023-09-01,200,3,,2.0,-692.97,,CAD,Expense,
56,2023-09-14,100,2,1.0,2.0,3389.1,25.0,CAD,Revenue,INV-230914-56
57,2023-09-14,200,3,,2.0,-1658.96,,CAD,Expense,
58,2024-08-09,100,6,6.0,4.0,1044.09,39.0,CAD,Revenue,INV-240809-58
59,2024-08-09,200,3,,4.0,-337.18,,CAD,Expense,
60,2023-01-28,100,3,1.0,1.0,5969.39,36.0,EUR,Revenue,INV-230128-60
61,2023-01-28,200,3,,1.0,-3124.92,,EUR,Expense,
62,2024-08-29,110,2,10.0,3.0,16265.89,33.0,CAD,Revenue,INV-240829-62
63,2024-08-29,200,3,,3.0,-4813.8,,CAD,Expense,
64,2024-04-07,100,6,9.0,4.0,250.59,7.0,CAD,Revenue,INV-240407-64
65,2024-04-07,200,3,,4.0,-73.28,,CAD,Expense,
66,2025-01-29,100,6,8.0,1.0,2721.46,34.0,CAD,Revenue,INV-250129-66
67,2025-01-29,200,3,,1.0,-1366.02,,CAD,Expense,
68,2025-05-05,110,3,4.0,5.0,43199.17,48.0,CAD,Revenue,INV-250505-68
69,2025-05-05,200,3,,5.0,-12416.9,,CAD,Expense,
70,2023-01-27,100,1,14.0,4.0,722.11,13.0,CAD,Revenue,INV-230127-70
71,2023-01-27,200,3,,4.0,-214.34,,CAD,Expense,
72,2025-03-14,100,4,15.0,1.0,4608.64,44.0,CAD,Revenue,INV-250314-72
73,2025-03-14,200,3,,1.0,-1931.92,,CAD,Expense,
74,2025-03-14,100,4,6.0,4.0,1925.41,43.0,CAD,Revenue,INV-250314-74
75,2025-03-14,200,3,,4.0,-625.51,,CAD,Expense,
76,2023-02-03,100,4,5.0,1.0,502.83,4.0,USD,Revenue,INV-230203-76
77,2023-02-03,200,3,,1.0,-259.18,,USD,Expense,
78,2024-12-04,110,5,19.0,5.0,21445.08,19.0,CAD,Revenue,INV-241204-78
79,2024-12-04,200,3,,5.0,-6660.73,,CAD,Expense,
80,2023-01-15,100,5,12.0,1.0,5397.93,25.0,USD,Revenue,INV-230115-80
81,2023-01-15,200,3,,1.0,-2911.36,,USD,Expense,
82,2023-01-27,100,5,8.0,2.0,9782.11,45.0,USD,Revenue,INV-230127-82
83,2023-01-27,200,3,,2.0,-4838.92,,USD,Expense,
84,2024-09-04,110,5,3.0,5.0,31938.85,34.0,CAD,Revenue,INV-240904-84
85,2024-09-04,200,3,,5.0,-11084.51,,CAD,Expense,
86,2023-12-05,100,2,15.0,1.0,3150.5,30.0,CAD,Revenue,INV-231205-86
87,2023-12-05,200,3,,1.0,-1288.92,,CAD,Expense,
88,2024-01-05,100,5,7.0,2.0,3364.95,41.0,CAD,Revenue,INV-240105-88
89,2024-01-05,200,3,,2.0,-1697.19,,CAD,Expense,
90,2023-03-26,100,1,5.0,1.0,10275.32,44.0,USD,Revenue,INV-230326-90
91,2023-03-26,200,3,,1.0,-4276.77,,USD,Expense,
92,2024-05-24,100,6,8.0,4.0,1168.33,24.0,CAD,Revenue,INV-240524-92
93,2024-05-24,200,3,,4.0,-297.38,,CAD,Expense,
94,2024-05-01,100,2,9.0,2.0,1839.3,10.0,EUR,Revenue,INV-240501-94
95,2024-05-01,200,3,,2.0,-1041.07,,EUR,Expense,
96,2024-01-27,100,3,12.0,4.0,864.75,26.0,CAD,Revenue,INV-240127-96
97,2024-01-27,200,3,,4.0,-299.0,,CAD,Expense,
98,2023-04-22,100,6,5.0,4.0,944.56,34.0,CAD,Revenue,INV-230422-98
99,2023-04-22,200,3,,4.0,-278.4,,CAD,Expense,
100,2024-03-30,110,2,6.0,3.0,14480.85,39.0,CAD,Revenue,INV-240330-100
101,2024-03-30,200,3,,3.0,-4631.2,,CAD,Expense,
102,2025-10-01,100,1,1.0,1.0,3815.46,28.0,CAD,Revenue,INV-251001-102
103,2025-10-01,200,3,,1.0,-1998.68,,CAD,Expense,
104,2023-06-05,110,3,9.0,3.0,3936.33,7.0,CAD,Revenue,INV-230605-104
105,2023-06-05,200,3,,3.0,-1109.82,,CAD,Expense,
106,2023-06-05,210,2,,,-3683.99,,CAD,Expense,
107,2025-09-22,110,1,9.0,5.0,17025.4,18.0,USD,Revenue,INV-250922-107
108,2025-09-22,200,3,,5.0,-5347.75,,USD,Expense,
109,2024-10-23,100,5,3.0,4.0,535.2,25.0,CAD,Revenue,INV-241023-109
110,2024-10-23,200,3,,4.0,-165.37,,CAD,Expense,
111,2024-07-13,110,1,6.0,5.0,7714.84,9.0,CAD,Revenue,INV-240713-111
112,2024-07-13,200,3,,5.0,-2450.68,,CAD,Expense,
113,2025-05-30,100,5,10.0,2.0,5292.03,43.0,CAD,Revenue,INV-250530-113
114,2025-05-30,200,3,,2.0,-2157.89,,CAD,Expense,
115,2025-05-30,210,2,,,-907.65,,CAD,Expense,
116,2024-04-12,100,3,7.0,1.0,3374.83,16.0,CAD,Revenue,INV-240412-116
117,2024-04-12,200,3,,1.0,-1514.26,,CAD,Expense,
118,2025-09-19,110,2,2.0,3.0,28306.55,27.0,USD,Revenue,INV-250919-118
119,2025-09-19,200,3,,3.0,-9049.58,,USD,Expense,
120,2023-08-06,110,3,8.0,3.0,19935.52,19.0,CAD,Revenue,INV-230806-120
121,2023-08-06,200,3,,3.0,-6263.77,,CAD,Expense,
122,2023-05-14,100,5,3.0,1.0,8497.38,35.0,CAD,Revenue,INV-230514-122
123,2023-05-14,200,3,,1.0,-4891.4,,CAD,Expense,
124,2023-05-21,100,3,11.0,2.0,190.96,2.0,CAD,Revenue,INV-230521-124
125,2023-05-21,200,3,,2.0,-104.22,,CAD,Expense,
126,2025-10-07,100,2,8.0,4.0,690.33,14.0,CAD,Revenue,INV-251007-126
127,2025-10-07,200,3,,4.0,-186.26,,CAD,Expense,
128,2023-07-22,110,2,5.0,5.0,21337.59,46.0,CAD,Revenue,INV-230722-128
129,2023-07-22,200,3,,5.0,-6860.1,,CAD,Expense,
130,2024-05-18,110,2,6.0,3.0,9482.98,13.0,CAD,Revenue,INV-240518-130
131,2024-05-18,200,3,,3.0,-3058.89,,CAD,Expense,
132,2024-07-10,100,6,15.0,1.0,824.85,10.0,CAD,Revenue,INV-240710-132
133,2024-07-10,200,3,,1.0,-457.03,,CAD,Expense,
134,2023-05-14,110,5,16.0,3.0,7554.13,12.0,CAD,Revenue,INV-230514-134
135,2023-05-14,200,3,,3.0,-2317.55,,CAD,Expense,
136,2023-01-10,110,3,4.0,3.0,654.26,2.0,EUR,Revenue,INV-230110-136
137,2023-01-10,200,3,,3.0,-179.83,,EUR,Expense,
138,2024-01-23,100,6,13.0,4.0,237.09,4.0,CAD,Revenue,INV-240123-138
139,2024-01-23,200,3,,4.0,-68.27,,CAD,Expense,
140,2023-03-29,110,5,6.0,3.0,36150.11,32.0,CAD,Revenue,INV-230329-140
141,2023-03-29,200,3,,3.0,-10105.95,,CAD,Expense,
142,2023-08-13,110,2,20.0,3.0,9121.5,23.0,CAD,Revenue,INV-230813-142
143,2023-08-13,200,3,,3.0,-2747.93,,CAD,Expense,
144,2025-11-13,100,3,13.0,4.0,234.0,6.0,EUR,Revenue,INV-251113-144
145,2025-11-13,200,3,,4.0,-67.59,,EUR,Expense,
146,2024-08-26,110,6,10.0,5.0,4866.83,16.0,EUR,Revenue,INV-240826-146
147,2024-08-26,200,3,,5.0,-1401.79,,EUR,Expense,
148,2025-01-06,110,2,3.0,5.0,48992.28,43.0,CAD,Revenue,INV-250106-148
149,2025-01-06,200,3,,5.0,-14997.54,,CAD,Expense,
150,2025-12-30,110,5,19.0,5.0,37092.58,45.0,CAD,Revenue,INV-251230-150
151,2025-12-30,200,3,,5.0,-11092.85,,CAD,Expense,
152,2024-03-08,100,5,20.0,2.0,422.45,4.0,EUR,Revenue,INV-240308-152
153,2024-03-08,200,3,,2.0,-237.19,,EUR,Expense,
154,2024-09-03,100,5,5.0,2.0,625.53,5.0,USD,Revenue,INV-240903-154
155,2024-09-03,200,3,,2.0,-295.55,,USD,Expense,
156,2025-02-23,110,2,8.0,3.0,8514.02,12.0,USD,Revenue,INV-250223-156
157,2025-02-23,200,3,,3.0,-2622.23,,USD,Expense,
158,2025-05-21,100,4,9.0,2.0,3112.66,20.0,CAD,Revenue,INV-250521-158
159,2025-05-21,200,3,,2.0,-1622.8,,CAD,Expense,
160,2024-03-12,100,3,19.0,1.0,9738.21,48.0,CAD,Revenue,INV-240312-160
161,2024-03-12,200,3,,1.0,-5010.85,,CAD,Expense,
162,2024-02-26,100,5,16.0,1.0,229.1,1.0,USD,Revenue,INV-240226-162
163,2024-02-26,200,3,,1.0,-131.53,,USD,Expense,
164,2025-07-27,100,6,3.0,4.0,1201.31,26.0,CAD,Revenue,INV-250727-164
165,2025-07-27,200,3,,4.0,-356.14,,CAD,Expense,
166,2025-01-30,110,1,10.0,3.0,8882.92,8.0,USD,Revenue,INV-250130-166
167,2025-01-30,200,3,,3.0,-2386.57,,USD,Expense,
168,2025-04-10,100,4,16.0,4.0,655.24,30.0,CAD,Revenue,INV-250410-168
169,2025-04-10,200,3,,4.0,-228.47,,CAD,Expense,
170,2025-10-16,100,4,1.0,2.0,3337.84,40.0,USD,Revenue,INV-251016-170
171,2025-10-16,200,3,,2.0,-1879.95,,USD,Expense,
172,2023-10-30,100,4,2.0,2.0,3723.21,16.0,CAD,Revenue,INV-231030-172
173,2023-10-30,200,3,,2.0,-2028.31,,CAD,Expense,
174,2023-01-25,100,6,3.0,2.0,6986.05,32.0,USD,Revenue,INV-230125-174
175,2023-01-25,200,3,,2.0,-3257.13,,USD,Expense,
176,2023-01-25,210,2,,,-2524.53,,USD,Expense,
177,2023-10-29,110,3,9.0,3.0,8915.15,13.0,CAD,Revenue,INV-231029-177
178,2023-10-29,200,3,,3.0,-2276.62,,CAD,Expense,
179,2025-06-30,110,5,7.0,3.0,34375.79,46.0,CAD,Revenue,INV-250630-179
180,2025-06-30,200,3,,3.0,-11831.21,,CAD,Expense,
181,2024-12-30,100,5,1.0,4.0,1868.01,37.0,CAD,Revenue,INV-241230-181
182,2024-12-30,200,3,,4.0,-614.52,,CAD,Expense,
183,2024-09-10,100,3,12.0,1.0,5004.23,21.0,CAD,Revenue,INV-240910-183
184,2024-09-10,200,3,,1.0,-2580.74,,CAD,Expense,
185,2025-01-26,100,1,16.0,2.0,2079.34,23.0,CAD,Revenue,INV-250126-185
186,2025-01-26,200,3,,2.0,-1172.64,,CAD,Expense,
187,2023-06-11,100,3,2.0,4.0,408.73,18.0,CAD,Revenue,INV-230611-187
188,2023-06-11,200,3,,4.0,-117.24,,CAD,Expense,
189,2023-08-01,110,3,20.0,3.0,13348.08,17.0,CAD,Revenue,INV-230801-189
190,2023-08-01,200,3,,3.0,-4057.18,,CAD,Expense,
191,2025-09-26,100,2,15.0,1.0,5936.45,40.0,CAD,Revenue,INV-250926-191
192,2025-09-26,200,3,,1.0,-3415.01,,CAD,Expense,
193,2023-03-18,110,2,12.0,3.0,26299.01,29.0,CAD,Revenue,INV-230318-193
194,2023-03-18,200,3,,3.0,-8770.71,,CAD,Expense,
195,2023-09-24,110,5,9.0,5.0,28135.04,30.0,CAD,Revenue,INV-230924-195
196,2023-09-24,200,3,,5.0,-8911.49,,CAD,Expense,
197,2024-01-29,100,2,9.0,4.0,2025.6,43.0,CAD,Revenue,INV-240129-197
198,2024-01-29,200,3,,4.0,-572.88,,CAD,Expense,
199,2023-11-15,100,3,2.0,4.0,2463.89,47.0,CAD,Revenue,INV-231115-199
200,2023-11-15,200,3,,4.0,-695.43,,CAD,Expense,
201,2023-03-28,110,6,3.0,5.0,43036.38,36.0,CAD,Revenue,INV-230328-201
202,2023-03-28,200,3,,5.0,-13873.55,,CAD,Expense,
203,2023-03-20,100,1,11.0,4.0,331.28,16.0,USD,Revenue,INV-230320-203
204,2023-03-20,200,3,,4.0,-97.58,,USD,Expense,
205,2024-12-02,110,3,18.0,3.0,27580.08,40.0,CAD,Revenue,INV-241202-205
206,2024-12-02,200,3,,3.0,-8460.91,,CAD,Expense,
207,2025-01-15,110,3,10.0,5.0,10615.21,25.0,CAD,Revenue,INV-250115-207
208,2025-01-15,200,3,,5.0,-2791.35,,CAD,Expense,
209,2025-06-17,100,1,7.0,4.0,243.06,7.0,CAD,Revenue,INV-250617-209
210,2025-06-17,200,3,,4.0,-77.08,,CAD,Expense,
211,2024-08-11,110,3,8.0,5.0,5885.45,12.0,CAD,Revenue,INV-240811-211
212,2024-08-11,200,3,,5.0,-1510.93,,CAD,Expense,
213,2025-06-16,110,2,14.0,3.0,6024.04,6.0,CAD,Revenue,INV-250616-213
214,2025-06-16,200,3,,3.0,-1910.54,,CAD,Expense,
1,2025-09-20,110,1,12.0,3.0,21502.24,27.0,EUR,Revenue,INV-250920-1
2,2025-09-20,200,3,,3.0,-6518.75,,EUR,Expense,
3,2025-08-27,100,6,3.0,4.0,402.68,12.0,EUR,Revenue,INV-250827-3
4,2025-08-27,200,3,,4.0,-110.98,,EUR,Expense,
5,2025-03-07,100,2,13.0,2.0,5342.02,29.0,CAD,Revenue,INV-250307-5
6,2025-03-07,200,3,,2.0,-2956.92,,CAD,Expense,
7,2024-09-08,100,1,19.0,4.0,968.3,40.0,CAD,Revenue,INV-240908-7
8,2024-09-08,200,3,,4.0,-273.34,,CAD,Expense,
9,2024-02-02,100,6,8.0,4.0,533.69,26.0,CAD,Revenue,INV-240202-9
10,2024-02-02,200,3,,4.0,-172.71,,CAD,Expense,
11,2025-03-06,100,4,17.0,1.0,6520.32,27.0,CAD,Revenue,INV-250306-11
12,2025-03-06,200,3,,1.0,-3794.24,,CAD,Expense,
13,2023-08-18,100,4,7.0,4.0,2080.69,47.0,USD,Revenue,INV-230818-13
14,2023-08-18,200,3,,4.0,-614.37,,USD,Expense,
15,2023-03-12,110,3,18.0,5.0,10739.45,10.0,EUR,Revenue,INV-230312-15
16,2023-03-12,200,3,,5.0,-3721.07,,EUR,Expense,
17,2023-01-04,110,5,12.0,3.0,6529.71,14.0,USD,Revenue,INV-230104-17
18,2023-01-04,200,3,,3.0,-2137.8,,USD,Expense,
19,2024-07-18,110,4,16.0,3.0,14890.51,29.0,CAD,Revenue,INV-240718-19
20,2024-07-18,200,3,,3.0,-4914.63,,CAD,Expense,
21,2025-12-27,100,1,7.0,1.0,1218.21,14.0,CAD,Revenue,INV-251227-21
22,2025-12-27,200,3,,1.0,-585.84,,CAD,Expense,
23,2025-07-16,100,3,4.0,1.0,285.36,3.0,USD,Revenue,INV-250716-23
24,2025-07-16,200,3,,1.0,-145.91,,USD,Expense,
25,2025-12-16,110,6,10.0,5.0,17834.35,25.0,CAD,Revenue,INV-251216-25
26,2025-12-16,200,3,,5.0,-5020.01,,CAD,Expense,
27,2023-06-11,100,5,17.0,4.0,66.01,2.0,CAD,Revenue,INV-230611-27
28,2023-06-11,200,3,,4.0,-20.68,,CAD,Expense,
29,2025-08-24,100,1,3.0,2.0,667.07,3.0,EUR,Revenue,INV-250824-29
30,2025-08-24,200,3,,2.0,-315.37,,EUR,Expense,
31,2025-03-16,100,1,6.0,4.0,669.28,13.0,USD,Revenue,INV-250316-31
32,2025-03-16,200,3,,4.0,-209.06,,USD,Expense,
33,2023-08-25,100,3,6.0,1.0,2725.71,13.0,CAD,Revenue,INV-230825-33
34,2023-08-25,200,3,,1.0,-1493.11,,CAD,Expense,
35,2023-01-19,100,3,14.0,1.0,155.88,1.0,USD,Revenue,INV-230119-35
36,2023-01-19,200,3,,1.0,-79.05,,USD,Expense,
37,2025-07-09,100,2,4.0,4.0,863.96,29.0,CAD,Revenue,INV-250709-37
38,2025-07-09,200,3,,4.0,-216.23,,CAD,Expense,
39,2023-02-21,110,1,6.0,3.0,24879.07,44.0,CAD,Revenue,INV-230221-39
40,2023-02-21,200,3,,3.0,-8139.98,,CAD,Expense,
41,2023-01-29,100,6,4.0,4.0,2391.9,48.0,USD,Revenue,INV-230129-41
42,2023-01-29,200,3,,4.0,-647.44,,USD,Expense,
43,2025-06-01,100,2,19.0,2.0,246.79,2.0,USD,Revenue,INV-250601-43
44,2025-06-01,200,3,,2.0,-101.43,,USD,Expense,
45,2025-06-01,210,2,,,-1349.18,,USD,Expense,
